nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,source_class,delayed_posting,expanded_access_nctid,expanded_access_status_for_nctid,fdaaa801_violation,pmid
NCT05250856,,2022-02-11,,,2022-06-15,2022-02-11,2022-02-22,Actual,,,,,,,2022-06-15,2022-06-21,Actual,"March 14, 2022",Actual,2022-03-14,June 2022,2022-06-30,"December 1, 2022",Anticipated,2022-12-01,"September 30, 2022",Anticipated,2022-09-30,,Interventional,,,CNP-201 in Subjects With Peanut Allergy,"A Phase 1b/2a Randomized, Double Blind, Placebo Controlled Study to Evaluate the Safety, Tolerability, and Pharmacodynamics of CNP-201 in Subjects Ages 16-55 With Peanut Allergy",Recruiting,,Phase 1/Phase 2,58,Anticipated,"COUR Pharmaceutical Development Company, Inc.",,4,,,FALSE,,,,TRUE,TRUE,FALSE,,,,,,,,,No,,2022-06-23 12:10:03,2022-06-23 12:10:03,INDUSTRY,,,,,
NCT00434005,,2006-08-25,,,2013-01-14,2007-02-09,2007-02-12,Estimate,,,,,,,2013-01-14,2013-01-16,Estimate,July 2008,,2008-07-31,January 2013,2013-01-31,August 2010,Actual,2010-08-31,August 2010,Actual,2010-08-31,,Interventional,,,Effect of Diesel Exhaust Particulate Exposures on Endothelial Function in Humans,Effect of Diesel Exhaust Particulate Exposures on Endothelial Function in Humans - the Role of Oxidative Stress,Completed,,Not Applicable,24,Actual,University of Washington,,2,,,FALSE,,,,FALSE,,,,,,,,,,,,,2022-06-07 18:27:47,2022-06-07 18:27:47,,,,,,22431582
NCT05214859,,2022-01-03,,,2022-06-15,2022-01-24,2022-01-31,Actual,,,,,,,2022-06-15,2022-06-21,Actual,"July 1, 2022",Anticipated,2022-07-01,December 2021,2021-12-31,"December 31, 2025",Anticipated,2025-12-31,"December 31, 2025",Anticipated,2025-12-31,,Interventional,,,Enhancing Mother-Child Ties and Psychosocial Wellness Through Arts Among Children With Intellectual Disability and Their Mothers,Enhancing Mother-Child Ties and Psychosocial Wellness Through Arts: A Mixed Methods Study on Dyadic Expressive Arts-based Intervention for Children With Intellectual Disability and Their Mothers,Not yet recruiting,,Not Applicable,154,Anticipated,The University of Hong Kong,,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,,,2022-06-23 12:11:21,2022-06-23 12:11:21,OTHER,,,,,
NCT04978454,,2021-07-15,,,2022-06-16,2021-07-22,2021-07-27,Actual,,,,,,,2022-06-16,2022-06-21,Actual,"August 16, 2021",Actual,2021-08-16,"April 6, 2022",2022-04-06,"September 30, 2022",Anticipated,2022-09-30,"August 1, 2022",Anticipated,2022-08-01,,Interventional,,,"Influenza Challenge Study to Determine the Optimal Infection Dose and Safety of a Recombinant H3N2 (A/Texas/71/2017 (H3N2, Clade 3C3a) Influenza Strain","A Multicenter, Blinded, Randomized, Placebo-Controlled, Dose-Ranging Influenza Challenge Study in Healthy Adult Volunteers to Determine the Optimal Infection Dose and Safety of a Recombinant H3N2 (A/Texas/71/2017 (H3N2), Clade 3C3a) Influenza Challenge Virus",Recruiting,,Phase 1,114,Anticipated,National Institute of Allergy and Infectious Diseases (NIAID),,8,,,FALSE,,,,,TRUE,FALSE,,,FALSE,,,,,,,,2022-06-23 12:18:03,2022-06-23 12:18:03,NIH,,,,,
NCT04906447,,2021-04-28,,,2022-06-20,2021-05-24,2021-05-28,Actual,,,,,,,2022-06-20,2022-06-22,Estimate,"November 22, 2021",Actual,2021-11-22,June 2022,2022-06-30,"August 30, 2025",Anticipated,2025-08-30,"March 30, 2025",Anticipated,2025-03-30,,Interventional,GRACE,,Hybrid Effectiveness-Implementation Trial of Guided Relaxation and Acupuncture for Chronic Sickle Cell Disease Pain,Hybrid Effectiveness-Implementation Trial of Guided Relaxation and Acupuncture for Chronic Sickle Cell Disease Pain,Recruiting,,Phase 2,366,Anticipated,University of Illinois at Chicago,,3,,,FALSE,,,,,FALSE,FALSE,,,,,,Data will be shared within one year of the completion of the study.,"The data and associated documentation will be made available to users only under a data-sharing agreement that provides for (a) a commitment to using the data only for research purposes and not to identify any individual patient; (b) a commitment to securing the data using appropriate computer technology; and (c) a commitment to destroying or returning the data after analyses are completed. Such a data-use agreement will be executed through the PIs and the University of Illinois at Chicago College of Nursing. The database can then be accessed via our secure website, in a format that can be used by a variety of statistical software packages. We will make our data and results publicly available (predominately online), so that they can easily be found.",,Yes,"We will publish our results in open-source manuscripts that will be available to the public. Electronic copies of publications will be deposited in PubMed Central with proper tagging of metadata to ensure online discoverability and accessibility within four weeks of acceptance by a journal. To the extent feasible, Underlying Primary Data will be shared simultaneously with the publication and made immediately accessible through release under the Creative Commons Attribution 4.0 Generic License or an equivalent license, or otherwise dedicated to the public domain. Before submitting Underlying Primary Data, we will work with our Institutional Review Board (IRB) and Data Safety and Monitoring Board to assess the informed consent materials and to determine whether the Underlying Primary Data may be shared as contemplated in this policy.",2022-06-23 12:20:03,2022-06-23 12:20:03,OTHER,,,,,
NCT04662632,,2020-12-03,,,2022-06-16,2020-12-09,2020-12-10,Actual,,,,,,,2022-06-16,2022-06-21,Actual,"November 1, 2021",Actual,2021-11-01,June 2022,2022-06-30,August 2023,Anticipated,2023-08-31,August 2023,Anticipated,2023-08-31,,Interventional,APEX,,Abbreviated Protocol for Two-Stage Exchange,A Randomized Controlled Trial of Alternating Irrigation of Vancomycin HCl and Tobramycin Sulfate in Patients Undergoing Two-Stage Exchange Arthroplasty for Periprosthetic Joint Infection of the Hip or Knee,Recruiting,,Phase 2,76,Anticipated,"Osteal Therapeutics, Inc.",,2,,,FALSE,,,,TRUE,TRUE,TRUE,TRUE,,,,,,,,Undecided,,2022-06-23 12:25:26,2022-06-23 12:25:26,INDUSTRY,,,,,
NCT00434798,,2007-02-06,,,2008-06-04,2007-02-12,2007-02-13,Estimate,,,,,,,2008-06-04,2008-06-05,Estimate,February 2007,,2007-02-28,June 2008,2008-06-30,October 2008,Anticipated,2008-10-31,October 2008,Anticipated,2008-10-31,,Interventional,,,Campylobacter Jejuni Challenge Model Development: Dose Ranging Study,Campylobacter Jejuni Challenge Model Development: Dose Ranging Study,Unknown status,"Active, not recruiting",Phase 1,50,Anticipated,University of Vermont,,,,,FALSE,,,,,,,,,,,,,,,,,2022-06-07 18:28:21,2022-06-07 18:28:21,,,,,,
NCT04160468,,2019-11-07,,,2022-06-16,2019-11-08,2019-11-13,Actual,,,,,,,2022-06-16,2022-06-21,Actual,"December 20, 2019",Actual,2019-12-20,August 2021,2021-08-31,"November 15, 2022",Anticipated,2022-11-15,"September 30, 2022",Anticipated,2022-09-30,,Interventional,DISRUPT,,Direct Lysis of Staph Aureus Resistant Pathogen Trial of Exebacase,"A Randomized, Double-Blind, Placebo-Controlled Study of the Efficacy and Safety of a Single Dose of Exebacase in Patients Receiving Standard-of-Care Antibiotics for the Treatment of Staphylococcus Aureus Bloodstream Infections (Bacteremia), Including Right-Sided Infective Endocarditis",Recruiting,,Phase 3,348,Anticipated,ContraFect,,2,,,FALSE,,,,TRUE,TRUE,FALSE,,,,,,,,,,,2022-06-23 12:36:08,2022-06-23 12:36:08,INDUSTRY,,,,,33910968
NCT02814916,,2016-06-08,,,2022-06-17,2016-06-23,2016-06-28,Estimate,,,,,,,2022-06-17,2022-06-21,Actual,"March 31, 2017",Actual,2017-03-31,June 2022,2022-06-30,"December 30, 2023",Anticipated,2023-12-30,"November 28, 2023",Anticipated,2023-11-28,,Interventional,,,"Dalbavancin for the Treatment of Acute Bacterial Skin and Skin Structure Infections in Children, Known or Suspected to be Caused by Susceptible Gram-positive Organisms, Including MRSA","A Phase 3, Multicenter, Open-Label, Randomized, Comparator Controlled Trial of the Safety and Efficacy of Dalbavancin Versus Active Comparator in Pediatric Subjects With Acute Bacterial Skin and Skin Structure Infections",Recruiting,,Phase 3,188,Anticipated,AbbVie,,3,,,FALSE,,,,TRUE,TRUE,FALSE,,,FALSE,,,For details on when studies are available for sharing visit https://vivli.org/ourmember/abbvie/,"Access to this clinical trial data can be requested by any qualified researchers who engage in rigorous independent scientific research, and will be provided following review and approval of a research proposal and statistical analysis plan and execution of a data sharing statement. Data requests can be submitted at any time after approval in the US and/or EU and a primary manuscript is accepted for publication. For more information on the process, or to submit a request, visit the following link https://www.abbvieclinicaltrials.com/hcp/data-sharing/",https://vivli.org/ourmember/abbvie/,Yes,"AbbVie is committed to responsible data sharing regarding the clinical trials we sponsor. This includes access to anonymized, individual and trial-level data (analysis data sets), as well as other information (e.g., protocols, analyses plans, clinical study reports), as long as the trials are not part of an ongoing or planned regulatory submission. This includes requests for clinical trial data for unlicensed products and indications.",2022-06-23 12:55:29,2022-06-23 12:55:29,INDUSTRY,,,,,
NCT00038987,,2002-06-06,,,2010-08-26,2002-06-07,2002-06-10,Estimate,,,,,,,2010-08-26,2010-08-27,Estimate,May 2002,,2002-05-31,December 2003,2003-12-31,August 2002,,2002-08-31,,,,,Interventional,,,Vaccinia Virus Vaccine (APSV) in Vaccinia- Naive Subjects: PILOT,"A Phase I/II Study to Evaluate the Safety and Preliminary Efficacy of Various Concentrations of Aventis Pasteur's Smallpox Vaccine, USP (APSV) in Vaccinia-naive Adults",Completed,,Phase 1/Phase 2,330,,National Institute of Allergy and Infectious Diseases (NIAID),,,,,,,,,,,,,,,,,,,,,,2022-06-07 13:14:05,2022-06-07 13:14:05,,,,,,
NCT00050518,,2002-12-11,,,2010-08-26,2002-12-12,2002-12-13,Estimate,,,,,,,2010-08-26,2010-08-27,Estimate,,,,March 2010,2010-03-31,February 2003,Actual,2003-02-28,February 2003,Actual,2003-02-28,,Interventional,,,APSV in Vaccinia Naive Adults,"A Multicenter, Double-Blind, Randomized Study of the Safety and Efficacy of Aventis Pasteur's Smallpox Vaccine, USP (APSV) in Vaccinia-Naive Adults.",Completed,,Phase 2,444,,National Institute of Allergy and Infectious Diseases (NIAID),,,,,,,,,,,,,,,,,,,,,,2022-06-07 13:23:19,2022-06-07 13:23:19,,,,,,
NCT00053742,,2003-02-04,,,2008-03-03,2003-02-04,2003-02-05,Estimate,,,,,,,2008-03-03,2008-03-04,Estimate,February 2003,,2003-02-28,March 2006,2006-03-31,March 2006,,2006-03-31,,,,,Interventional,,,Phase I/II Trial of Modified Vaccinia Virus Ankara (MVA) Vaccine Against Smallpox,"A Phase I/II Clinical Trial of Modified Vaccinia Virus Ankara (MVA) to Evaluate Its Safety, Immunogenicity and Protective Efficacy Against Dryvax® (Registered Trademark) Challenge in Vaccinia-Immune Individuals",Completed,,Phase 1,80,,National Institutes of Health Clinical Center (CC),,,,,FALSE,,,,,,,,,,,,,,,,,2022-06-07 13:25:50,2022-06-07 13:25:50,,,,,,11395217
NCT01955109,,2013-09-24,,2018-01-19,2018-01-19,2013-10-04,2013-10-07,Estimate,,,,2018-01-19,2018-01-25,Actual,2018-01-19,2018-01-25,Actual,September 2013,,2013-09-30,January 2018,2018-01-31,September 2016,Actual,2016-09-30,September 2016,Actual,2016-09-30,,Interventional,OLFUS-VIPES,,Follow-up of the VIPES Study to Evaluate Efficacy and Safety of Viaskin Peanut in Adults and Children,Open-label Follow-up Study of the VIPES Study to Evaluate Long-term Efficacy and Safety of the Viaskin Peanut,Completed,,Phase 2,171,Actual,DBV Technologies,,1,,,FALSE,,,,TRUE,,,,,,,,,,,,,2022-06-23 13:10:24,2022-06-23 13:10:24,INDUSTRY,,,,,30978404
NCT01930357,,2013-08-22,,2014-11-17,2017-04-24,2013-08-23,2013-08-28,Estimate,,,,2014-11-17,2014-12-03,Estimate,2017-04-24,2017-04-25,Actual,September 2013,,2013-09-30,April 2017,2017-04-30,June 2015,Actual,2015-06-30,August 2014,Actual,2014-08-31,,Interventional,,,Purified Vero Rabies Vaccine-Serum Free Compared to Human Diploid Cell Vaccine in a Pre-exposure Prophylaxis Regimen,"Immunogenicity and Safety of the Purified Vero Rabies Vaccine - Serum Free (VRVg) in Comparison With the Human Diploid Cell Vaccine, Imovax® Rabies in a Pre-exposure Prophylaxis Regimen in Healthy Children and Adolescents Aged 2 to 17 Years",Completed,,Phase 2,342,Actual,Sanofi,,2,,,FALSE,,,,FALSE,,,,,,,,,,,,,2022-06-23 13:10:51,2022-06-23 13:10:51,INDUSTRY,,,,,
NCT00063765,,2003-07-03,,,2008-03-03,2003-07-03,2003-07-04,Estimate,,,,,,,2008-03-03,2008-03-04,Estimate,June 2003,,2003-06-30,March 2006,2006-03-31,March 2006,,2006-03-31,,,,,Interventional,,,Evaluation of Safety of Ciliary Neurotrophic Factor Implants in the Eye,"A Phase I Study of NT-501-10 and NT-501-6A.02, Implants of Encapsulated Human NTC-210 Cells Releasing Ciliary Neurotrophic Factor (CNTF), in Patients With Retinitis Pigmentosa",Completed,,Phase 1,10,,National Institutes of Health Clinical Center (CC),,,,,FALSE,,,,,,,,,,,,,,,,,2022-06-07 13:34:01,2022-06-07 13:34:01,,,,,,8681312
NCT01756482,,2012-12-20,,2014-01-02,2015-08-03,2012-12-26,2012-12-27,Estimate,,,,2014-01-02,2014-02-03,Estimate,2015-08-03,2015-08-21,Estimate,November 2012,,2012-11-30,August 2015,2015-08-31,June 2013,Actual,2013-06-30,June 2013,Actual,2013-06-30,,Interventional,Challenge,,Safety and Efficacy Study of GS-5806 in Healthy Volunteers Infected With Respiratory Syncytial Virus (RSV),"Phase 2a Randomized, Double-Blind, Placebo-Controlled Study Evaluating the Safety, Tolerability, and Efficacy of GS-5806 in Healthy Volunteers Infected With Respiratory Syncytial Virus (RSV-A Memphis 37b Strain)",Completed,,Phase 2,140,Actual,Gilead Sciences,,2,,,FALSE,,,,FALSE,,,,,,,,,,,,,2022-06-23 13:14:17,2022-06-23 13:14:17,INDUSTRY,,,,,25140957
NCT00075049,,2003-12-31,,,2014-08-20,2003-12-31,2004-01-01,Estimate,,,,,,,2014-08-20,2014-08-21,Estimate,December 2003,,2003-12-31,August 2014,2014-08-31,January 2006,Actual,2006-01-31,January 2006,Actual,2006-01-31,,Interventional,,,"Safety and Efficacy Study of RTS,S AS02A/AS01B Vaccine to Prevent Malaria","Dbl-Blind, Rand Phase 1/2a Human Challenge Study, to Eval Safety, Reactogenicity, Immunogenicity and Preliminary Efficacy After Sporozoite Challenge/Rechallenge of Vaccines Containing RTS,S",Completed,,Phase 1/Phase 2,104,,U.S. Army Medical Research and Development Command,,,,,FALSE,,,,,,,,,,,,,,,,,2022-06-07 13:42:35,2022-06-07 13:42:35,,,,,,32236404
NCT02886143,,2016-07-31,,,2016-08-28,2016-08-28,2016-09-01,Estimate,,,,,,,2016-08-28,2016-09-01,Estimate,October 2015,,2015-10-31,August 2016,2016-08-31,July 2016,Actual,2016-07-31,July 2016,Actual,2016-07-31,,Interventional,,,"Effect of Active vs. Passive Voiding Trials on Time to Discharge, Urinary Tract Infection, and Urinary Retention","Effect of Active vs. Passive Voiding Trials on Time to Patient Discharge, Rate of Urinary Tract Infection, and Rate of Urinary Retention: a Randomized, Controlled Clinical Trial",Completed,,Phase 3,274,Actual,University of Virginia,,2,,,FALSE,,,,FALSE,,,,,,,,,,,No,,2022-06-24 1:12:44,2022-06-24 1:12:44,OTHER,,,,,31732771
NCT02878564,,2016-08-15,,,2016-10-26,2016-08-19,2016-08-25,Estimate,,,,,,,2016-10-26,2016-10-27,Estimate,March 2016,,2016-03-31,October 2016,2016-10-31,October 2016,Actual,2016-10-31,October 2016,Actual,2016-10-31,,Interventional,,,Effect of Schistosomiasis Mansoni on HIV Susceptibility and Female Genital Immunology,Effect of Schistosomiasis Mansoni and Its Treatment on HIV Susceptibility and Female Genital Immunology,Completed,,Phase 4,34,Actual,University of Toronto,,1,,,FALSE,,,,FALSE,,,,,,,,,,,No,,2022-06-24 1:19:49,2022-06-24 1:19:49,OTHER,,,,,26104913
NCT02868372,,2016-07-29,,,2016-08-14,2016-08-14,2016-08-16,Estimate,,,,,,,2016-08-14,2016-08-16,Estimate,September 2016,,2016-09-30,August 2016,2016-08-31,April 2017,Anticipated,2017-04-30,March 2017,Anticipated,2017-03-31,,Interventional,,,Swabbing of Subcutaneous Tissues of Cesarean Section Wounds With Povidone Iodine,The Efficacy of Swabbing of Subcutaneous Tissues of Cesarean Section Wounds With Povidone Iodine to Prevent Postoperative Wound Infection: A Randomized Controlled Clinical Trial,Unknown status,Not yet recruiting,Not Applicable,538,Anticipated,Assiut University,,2,,,FALSE,,,,FALSE,,,,,,,,,,,No,,2022-06-24 1:28:31,2022-06-24 1:28:31,OTHER,,,,,
NCT02859350,,2016-07-27,,,2018-10-10,2016-08-03,2016-08-09,Estimate,,,,,,,2018-10-10,2018-10-15,Actual,November 2016,Actual,2016-11-30,October 2018,2018-10-31,February 2018,Actual,2018-02-28,December 2017,Actual,2017-12-31,,Interventional,,,"Safety, Tolerability and Immunogenicity of PfSPZ Vaccine in an Age De-escalation Trial in Equatorial Guinea.","Age Escalation / De-escalation Study to Evaluate the Safety, Tolerability and Immunogenicity of a Radiation-attenuated Plasmodium Falciparum (Pf) Sporozoite Vaccine (PfSPZ Vaccine) in Equatoguinean Adults, Children and Infants, and Comparison With Non-attenuated Pf Sporozoites (PfSPZ Challenge) Administered Under Chloroquine Prophylaxis (PfSPZ-CVac Approach) for Efficacy Against Controlled Human Malaria Infection.",Completed,,Phase 1,135,Actual,Sanaria Inc.,,15,,,FALSE,,,,TRUE,,,,,,,,,,,,,2022-06-24 1:35:50,2022-06-24 1:35:50,INDUSTRY,,,,,
NCT05380388,,2022-04-13,,,2022-05-17,2022-05-17,2022-05-18,Actual,,,,,,,2022-05-17,2022-05-18,Actual,"September 20, 2022",Anticipated,2022-09-20,May 2022,2022-05-31,"May 30, 2024",Anticipated,2024-05-30,"May 30, 2024",Anticipated,2024-05-30,,Interventional,MIST3,,"A Safety, Immunogenicity and Efficacy Study of PvRII/Matrix-M in Healthy Thai Adults Living in Thailand ( MIST3 )Living in Thailand","A Phase II Clinical Study to Assess the Safety, Immunogenicity, and Efficacy of Blood-stage Plasmodium Vivax Malaria Vaccine Candidate PvRII/Matrix-M in Healthy Thai Adults Living in Thailand",Not yet recruiting,,Phase 2,36,Anticipated,University of Oxford,,2,,,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,,Yes,"With participant's consent, suitably anonymised clinical data and results from blood analyses stored in the database may be shared according to the terms defined in the MORU data sharing policy with other researchers to use in the future.",2022-06-24 1:45:52,2022-06-24 1:45:52,OTHER,,,,,
NCT05355025,,2022-03-30,,,2022-05-16,2022-04-25,2022-05-02,Actual,,,,,,,2022-05-16,2022-05-18,Actual,"May 25, 2022",Anticipated,2022-05-25,April 2022,2022-04-30,"August 7, 2025",Anticipated,2025-08-07,"July 31, 2023",Anticipated,2023-07-31,,Interventional,WiserAD,,WiserAD: The Effect of a Structured Online Intervention on Antidepressant Deprescribing in Primary Care,WiserAD: A Randomised Trial of a Structured Online Intervention to Promote and Support Antidepressant Deprescribing in Primary Care.,Recruiting,,Not Applicable,312,Anticipated,University of Melbourne,,2,,,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,,No,IPD will not be available publicly due to confidential information being collected as part of the trial. Data collected as part of the trial will be for research purposes only.,2022-06-24 1:48:25,2022-06-24 1:48:25,OTHER,,,,,
NCT05247281,,2022-01-13,,,2022-05-18,2022-02-15,2022-02-18,Actual,,,,,,,2022-05-18,2022-05-19,Actual,May 2022,Anticipated,2022-05-31,February 2022,2022-02-28,May 2024,Anticipated,2024-05-31,May 2023,Anticipated,2023-05-31,,Interventional,,,NGS vs Culture Outcomes for Treatment of PJI,Randomized Controlled Trial Investigating the Use of Next-generation Sequencing in Directing the Antimicrobial Treatment of Periprosthetic Joint Infection,Not yet recruiting,,Not Applicable,250,Anticipated,Center for Innovation and Research Organization,,2,,,FALSE,,,,,FALSE,FALSE,,,,,,,,,,,2022-06-24 1:50:43,2022-06-24 1:50:43,NETWORK,,,,,
NCT05225623,,2022-01-06,,,2022-05-16,2022-02-02,2022-02-04,Actual,,,,,,,2022-05-16,2022-05-18,Actual,"February 1, 2022",Actual,2022-02-01,May 2022,2022-05-31,"February 2, 2024",Anticipated,2024-02-02,"February 1, 2023",Anticipated,2023-02-01,,Interventional,,,Small Changes Behavioural Weight Loss Treatment Approach for Psoriatic Arthritis Patients With Comorbid Obesity,A Community-based Adaptation of the Small Changes Behavioural Weight Loss Treatment Approach for Psoriatic Arthritis Patients With Comorbid Obesity,Recruiting,,Phase 1,50,Anticipated,University of Calgary,,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,,2022-06-24 1:51:16,2022-06-24 1:51:16,OTHER,,,,,
