,nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at
3806,NCT02329457,,12/29/14,,,10/21/19,12/29/14,12/31/14,Estimate,,,,,,,10/21/19,10/24/19,Actual,Dec-14,Actual,12/31/14,Oct-19,10/31/19,Oct-19,Actual,10/31/19,Sep-19,Actual,9/30/19,,Interventional,VZIDST,,VZV Vaccine for Hematopoietic Stem Cell Transplantation,Efficacy and Safety of a Novel Intradermal Live-attenuated Varicella Zoster Vaccine in Hematopoietic Stem Cell Transplantation Donors: a Randomized Double Blind Placebo-controlled Trial,Completed,,Phase 2/Phase 3,100,Actual,The University of Hong Kong,,4,,,FALSE,,,,TRUE,,,,,,,,,,,,,48:13.2,48:13.2
3807,NCT03152903,,4/28/17,,,9/4/21,5/12/17,5/15/17,Actual,,,,,,,9/4/21,9/8/21,Actual,15-Dec-17,Actual,12/15/17,Sep-21,9/30/21,30-May-22,Anticipated,5/30/22,1-Feb-22,Anticipated,2/1/22,,Interventional,,,Study to Check the Efficacy and Safety of Recombinant BCG Vaccine in Prevention of TB Recurrence,"A Multicenter Phase II/III Double-Blind, Randomized, Placebo Controlled Study To Evaluate The Efficacy And Safety Of VPM1002 In The Prevention Of Tuberculosis (TB) Recurrence In Pulmonary TB Patients After Successful TB Treatment",Recruiting,,Phase 2/Phase 3,2000,Anticipated,Serum Institute of India Pvt. Ltd.,,2,,,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,,No,,35:40.1,35:40.1
3808,NCT03152565,,5/11/17,,,10/5/20,5/12/17,5/15/17,Actual,,,,,,,10/5/20,10/6/20,Actual,12-Mar-18,Actual,3/12/18,Oct-20,10/31/20,5-Oct-20,Actual,10/5/20,30-Jun-19,Actual,6/30/19,,Interventional,AVEVAC,,Avelumab Plus Autologous Dendritic Cell Vaccine in Pre-treated Metastatic Colorectal Cancer Patients,A Single Arm Phase I-II Multicenter Trial With Avelumab Plus Autologous Dendritic Cell Vaccine to Determine Safety and Preliminary Efficacy of the Combination in Pre-treated Mismatch Repair-proficient (MSS) Metastatic Colorectal Cancer Patients.,Completed,,Phase 1/Phase 2,28,Actual,Grupo Espanol Multidisciplinario del Cancer Digestivo,,1,,,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,,No,,35:41.0,35:41.0
3809,NCT02327858,,12/24/14,,,8/4/16,12/24/14,12/30/14,Estimate,,,,,,,8/4/16,8/8/16,Estimate,Jul-15,,7/31/15,Aug-16,8/31/16,Aug-16,Actual,8/31/16,Aug-16,Actual,8/31/16,,Interventional,,,Supportive Text Messages to Reduce Mood Symptoms and Problem Drinking- Randomised Controlled Pilot Trials,Supportive Text Messages to Reduce Mood Symptoms and Problem Drinking in Patients With Primary Depression or Alcohol Use Disorder - Randomised Controlled Pilot Trials,Completed,,Not Applicable,131,Actual,University of Alberta,,2,,,FALSE,,,,TRUE,,,,,,,,,,,,,49:35.8,49:35.8
3810,NCT02327234,,12/17/14,,,4/19/16,12/22/14,12/30/14,Estimate,,,,,,,4/19/16,4/20/16,Estimate,Dec-14,,12/31/14,Apr-16,4/30/16,Apr-15,Actual,4/30/15,Apr-15,Actual,4/30/15,,Interventional,,,Airway Response to Repeat Allergen Challenge and the Effect of Ibuprofen in Mild Atopic Asthma,Assessment of Repeated Allergen Challenge and the Effects of Ibuprofen on the Inflammatory Process,Completed,,Not Applicable,13,Actual,University of Saskatchewan,,2,,,FALSE,,,,FALSE,,,,,,,,,,,Yes,journal publication,49:55.6,49:55.6
3811,NCT01583907,,4/5/12,,,4/24/12,4/23/12,4/24/12,Estimate,,,,,,,4/24/12,4/25/12,Estimate,Mar-12,,3/31/12,Apr-12,4/30/12,Mar-14,Anticipated,3/31/14,Mar-13,Anticipated,3/31/13,,Observational,,,Nutrition in Children With Food Allergy,,Unknown status,Recruiting,,70,Anticipated,Federico II University,,,1,,FALSE,,,,FALSE,,,,,,Samples Without DNA,blood sampling to measure laboratory parameters useful to asses nutritional status,,,,,,59:11.2,59:11.2
3812,NCT03151070,,5/9/17,,,5/10/17,5/10/17,5/12/17,Actual,,,,,,,5/10/17,5/12/17,Actual,15-Dec-13,Actual,12/15/13,May-17,5/31/17,15-Mar-17,Actual,3/15/17,15-Mar-17,Actual,3/15/17,,Observational,QVLM,,Scaling Up an Integrated Approach to Improve Delivery Care in North Guatemala With Stepped Wedge Design,Scaling Up an Integrated Approach to Improve Delivery Care and Reduce Maternal and Perinatal Mortality in North Guatemala With Stepped Wedge Design,Completed,,,32000,Actual,Hospital San Juan de Dios Guatemala,,,6,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,,37:05.9,37:05.9
3813,NCT04696822,,12/1/20,,,10/12/21,1/4/21,1/6/21,Actual,,,,,,,10/12/21,10/13/21,Actual,1-Nov-20,Actual,11/1/20,Oct-21,10/31/21,28-Sep-21,Actual,9/28/21,28-Sep-21,Actual,9/28/21,,Interventional,,,Bioavailability of Nasal Epinephrine,Bioavailability Comparison of Epinephrine Following a Single Nasal Dose of Microspheres Powder With Epinephrine Intramuscular Injection in Adults With Seasonal Allergic Rhinitis With and Without Nasal Allergen Challenge,Completed,,Phase 1,12,Actual,Nasus Pharma,,1,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,,,,,,No,,52:16.3,52:16.3
3814,NCT03970993,,5/29/19,,,10/12/21,5/29/19,6/3/19,Actual,,,,,,,10/12/21,10/13/21,Actual,17-Jun-19,Actual,6/17/19,Oct-21,10/31/21,24-Aug-21,Actual,8/24/21,24-Aug-21,Actual,8/24/21,,Interventional,,,VAC 072-An Efficacy Study of R21/MM in Different Dose Schedules,"A Phase I/IIa Sporozoite Challenge Study to Assess the Safety, Immunogenicity and Protective Efficacy of Adjuvanted R21, Administered in Different Dose Schedules in Healthy UK Volunteers",Completed,,Phase 1/Phase 2,78,Actual,University of Oxford,,11,,,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,,,,53:47.5,53:47.5
3815,NCT03146442,,5/7/17,,,10/11/21,5/7/17,5/10/17,Actual,,,,,,,10/11/21,10/13/21,Actual,9-Oct-19,Actual,10/9/19,Oct-21,10/31/21,1-Jul-22,Anticipated,7/1/22,1-Jul-22,Anticipated,7/1/22,,Interventional,,,Increased Protein at Breakfast for Weight Management in Overweight Adolescents,Increased Protein at Breakfast for Weight Management in Overweight Adolescents,Recruiting,,Not Applicable,150,Anticipated,University of Texas at Austin,,3,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,,,,,,No,,55:11.8,55:11.8
3816,NCT03150394,,5/5/17,,,8/24/17,5/11/17,5/12/17,Actual,,,,,,,8/24/17,8/25/17,Actual,4-Apr-17,Actual,4/4/17,Aug-17,8/31/17,Aug-18,Anticipated,8/31/18,Jun-18,Anticipated,6/30/18,,Interventional,,,Study of the Usefulness of the Probiotic 'Lactobacillus Reuteri' in the Therapy of Quadruple Eradication of Helicobacter Pylori Infection in Usual Clinical Practice.,"A Randomized, Double-blind, Placebo-controlled Study of the Usefulness of the Probiotic 'Lactobacillus Reuteri' in the Therapy of Quadruple Eradication of Helicobacter Pylori Infection in Usual Clinical Practice",Unknown status,Recruiting,Phase 4,80,Anticipated,Hospital Clínico Universitario de Valladolid,,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,,37:44.6,37:44.6
3817,NCT05080361,,4/28/21,,,10/13/21,10/13/21,10/15/21,Actual,,,,,,,10/13/21,10/15/21,Actual,1-Jan-11,Actual,1/1/11,Apr-21,4/30/21,1-Dec-21,Anticipated,12/1/21,1-Mar-21,Actual,3/1/21,,Observational,BRAFREC,,Rechallenge of BRAF +/- MEK Inhibitors Following an Adverse Event in Patients With Cancer,Rechallenge of Rapidly Accelerated Fibrosarcoma B-type (BRAF) +/- Mitogen-activated Extracellular Signal-regulated Kinase (MEK) Inhibitors Following an Adverse Event in Patients With Cancer,"Active, not recruiting",,,16000,Anticipated,"University Hospital, Caen",,,1,,FALSE,,,,FALSE,TRUE,FALSE,,,FALSE,,,,,,No,Data for this study are available at http://www.vigiacess.org/. Dissemination to study participants / researchers is not possible outside of the dedicated website.,56:16.1,56:16.1
3818,NCT03150147,,5/8/17,,,4/26/21,5/9/17,5/12/17,Actual,,,,,,,4/26/21,4/28/21,Actual,1-Mar-17,Actual,3/1/17,Apr-21,4/30/21,30-Jun-20,Actual,6/30/20,30-Jun-20,Actual,6/30/20,,Interventional,NIHP,,A Randomized Controlled Trial Comparing Non-ischemic to Ischemic Preservation in Adult Cardiac Transplantation,A Randomized Controlled Trial Comparing Non-ischemic Hypothermic Cardioplegic Perfusion to Ischemic Cold Static Preservation of Donor Hearts in Adult Cardiac Transplantation,Completed,,Not Applicable,47,Actual,Region Skane,,2,,,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,,No,,38:05.6,38:05.6
3819,NCT05077592,,9/19/21,,,10/10/21,10/10/21,10/14/21,Actual,,,,,,,10/10/21,10/14/21,Actual,18-Sep-21,Actual,9/18/21,Oct-21,10/31/21,18-Jan-22,Anticipated,1/18/22,18-Dec-21,Anticipated,12/18/21,,Interventional,,,Addition of Pre-wound Closure Povidone Iodine Wash Versus Direct Wound Closure Effect on Surgical Site Infections,Addition of Pre-wound Closure Povidone Iodine Wash Versus Direct Wound Closure Effect on Surgical Site Infections: A Randomized Controlled Trial,Recruiting,,Phase 4,760,Anticipated,Ain Shams University,,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,,,,,,No,,57:22.4,57:22.4
3820,NCT03149185,,4/19/17,,,5/9/17,5/9/17,5/11/17,Actual,,,,,,,5/9/17,5/11/17,Actual,25-May-12,Actual,5/25/12,May-17,5/31/17,May-18,Anticipated,5/31/18,May-18,Anticipated,5/31/18,,Interventional,PC-CHIP,,Technology Based Psychosocial Intervention for Symptom Management and HRQOL in Men Living With Advanced Prostate Cancer,Technology Based Psychosocial Intervention for Symptom Management and HRQOL in Men Living With Advanced Prostate Cancer,Unknown status,"Active, not recruiting",Not Applicable,230,Anticipated,Northwestern University,,2,,,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,,No,,38:49.7,38:49.7
3821,NCT01584765,,4/12/12,,,7/3/14,4/23/12,4/25/12,Estimate,,,,,,,7/3/14,7/8/14,Estimate,Feb-12,,2/29/12,Jul-14,7/31/14,Apr-13,Actual,4/30/13,Apr-13,Actual,4/30/13,,Observational,,,"Rechallenge, Potential Drug Induced Liver Injury (Kaiser)",Rechallenge Analysis: Detection of Potential Drug-Induced Liver Injury Using Kaiser California Database,Completed,,,1,Actual,GlaxoSmithKline,,,2,,FALSE,,,,,,,,,,,,,,,,,59:53.4,59:53.4
3822,NCT04822376,,3/26/21,,,10/14/21,3/26/21,3/30/21,Actual,,,,,,,10/14/21,10/15/21,Actual,17-Oct-21,Anticipated,10/17/21,Oct-21,10/31/21,Apr-22,Anticipated,4/30/22,Apr-22,Anticipated,4/30/22,,Interventional,PROVAE,,Prophylaxis Vaccine Antibodies Ebola,Phase IIa Pilot Study Evaluating the Efficacy of a Monoclonal Antibody and Vaccine-based Post-exposure Prophylaxis Strategy in High-risk Contact Cases of Ebola Virus Disease Infection,Not yet recruiting,,Phase 2,250,Anticipated,"ANRS, Emerging Infectious Diseases",,3,,,FALSE,,,,TRUE,FALSE,FALSE,,,FALSE,,,,,,,,58:48.9,58:48.9
3823,NCT04705259,,12/3/20,,,10/5/21,1/11/21,1/12/21,Actual,,,,,,,10/5/21,10/14/21,Actual,1-Oct-21,Actual,10/1/21,Nov-20,11/30/20,24-Dec-22,Anticipated,12/24/22,30-May-22,Anticipated,5/30/22,,Interventional,ENGAGEMENT,,A Multimodal Intervention to Optimise Antimicrobial Use in Residential Aged Care Facilities (ENGAGEMENT Study),A Multimodal Intervention to Optimise Antimicrobial Use in Residential Aged Care Facilities (ENGAGEMENT Study): Protocol for a Stepped Wedge Cluster Randomised Trial,Recruiting,,Not Applicable,18,Anticipated,The University of Queensland,,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,,,59:16.7,59:16.7
3824,NCT04662723,,11/27/20,,,10/13/21,12/4/20,12/10/20,Actual,,,,,,,10/13/21,10/14/21,Actual,1-Jan-22,Anticipated,1/1/22,Oct-21,10/31/21,31-Dec-26,Anticipated,12/31/26,31-Jul-24,Anticipated,7/31/24,,Interventional,CLIgAN,,Multicentre Clinical Study to Evaluate the Effect of Personalized Therapy on Patients With Immunoglobulin A Nephropathy.,Multicentre Prospective Open Label Clinical Study to Evaluate the Effect of Personalized Therapy on Patients With Immunoglobulin A Nephropathy.,Not yet recruiting,,Phase 4,878,Anticipated,Fondazione Schena,,4,,,FALSE,,,,TRUE,FALSE,FALSE,,,FALSE,,,Six years,Publications or reports,http://www.fondazioneschena.org,Yes,IPD will be shared with other partners,59:26.3,59:26.3
3825,NCT04661579,,10/26/20,,,10/7/21,12/3/20,12/10/20,Actual,,,,,,,10/7/21,10/15/21,Actual,6-Nov-20,Actual,11/6/20,Sep-21,9/30/21,Jan-23,Anticipated,1/31/23,Jan-23,Anticipated,1/31/23,,Interventional,,,"RTS,S/AS01E Hypo-immuno-responsiveness Study","A Phase 2b Randomized, Open-label, Controlled, Single Center Study in Plasmodium Falciparum-infected and Uninfected Adults Age 18-55 Years Old in Kenya to Evaluate the Efficacy of the Delayed, Fractional Dose RTS,S/AS01E Malaria Vaccine in Subjects Treated With Artemisinin Combination Therapy Plus Primaquine","Active, not recruiting",,Phase 2,619,Anticipated,PATH,,5,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,,59:28.1,59:28.1
3826,NCT04631692,,11/10/20,,,10/5/21,11/10/20,11/17/20,Actual,,,,,,,10/5/21,10/14/21,Actual,1-Oct-21,Actual,10/1/21,Oct-21,10/31/21,30-Apr-24,Anticipated,4/30/24,31-Aug-23,Anticipated,8/31/23,,Interventional,DECODE,,Evaluating a Health Literacy Intervention to Improve Colorectal Cancer Screening in Underserved Areas,Impact of Health Literacy Training for General Practitioners and a Consumer Facing Intervention to Improve Colorectal Cancer Screening in Underserved Areas: A Multicentric Cluster Randomized Controlled Trial,Recruiting,,Not Applicable,1024,Anticipated,University Paul Sabatier of Toulouse,,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,,59:39.1,59:39.1
3827,NCT04457752,,6/30/20,,,10/13/21,6/30/20,7/7/20,Actual,,,,,,,10/13/21,10/14/21,Actual,1-Sep-20,Actual,9/1/20,Oct-21,10/31/21,31-Dec-22,Anticipated,12/31/22,1-Sep-22,Anticipated,9/1/22,,Interventional,,,Evaluating the Efficacy of Dual Layer Amniotic Membrane (Artacent®),"A Randomised Controlled Multicentre Clinical Trial, Evaluating the Efficacy of Dual Layer Amniotic Membrane (Artacent®) and Standard of Care Versus Standard of Care Alone in the Healing of Chronic Diabetic Foot Ulcers",Recruiting,,Phase 4,124,Anticipated,"SerenaGroup, Inc.",,2,,,FALSE,,,,FALSE,TRUE,FALSE,,,TRUE,,,,,,,,00:35.5,00:35.5
3828,NCT03147781,,4/27/17,,,6/11/18,5/8/17,5/10/17,Actual,,,,,,,6/11/18,6/12/18,Actual,7-Apr-17,Actual,4/7/17,Jun-18,6/30/18,8-Jun-18,Actual,6/8/18,8-Mar-18,Actual,3/8/18,,Interventional,,,Auricular Therapy for Postpartum Lactation,The Effect of Auricular Therapy on Lactation: A Pilot Study,Completed,,Not Applicable,96,Actual,The Hong Kong Polytechnic University,,3,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,,39:58.6,39:58.6
3829,NCT01585077,,4/23/12,,,1/13/14,4/24/12,4/25/12,Estimate,,,,,,,1/13/14,1/15/14,Estimate,Oct-12,,10/31/12,Jan-14,1/31/14,Nov-13,Actual,11/30/13,Jun-13,Actual,6/30/13,,Interventional,ChallengeIII,,Exposure of Naive and Pre-immune Subjects to P. Vivax Challenge,Comparison of the Susceptibility of Naive and Pre-immune Volunteers to Infectious Challenge With Viable Plasmodium Vivax Sporozoites.,Completed,,Phase 1/Phase 2,16,Actual,Malaria Vaccine and Drug Development Center,,2,,,FALSE,,,,FALSE,,,,,,,,,,,,,00:08.4,00:08.4
3830,NCT03147092,,4/30/17,,,11/18/17,5/9/17,5/10/17,Actual,,,,,,,11/18/17,11/21/17,Actual,1-Feb-18,Anticipated,2/1/18,Apr-17,4/30/17,30-Jun-21,Anticipated,6/30/21,30-Jun-20,Anticipated,6/30/20,,Interventional,MatCH,,Matão Controlling Hypertension (MatCH Study): Rationale and Design,"Matão Controlling Hypertension (MatCH Study): Rationale and Design. Project to Reduce Incidence of Arterial Hypertension in City of Matão, Brazil.",Unknown status,Not yet recruiting,Early Phase 1,15000,Anticipated,"Centro Neurológico de Pesquisa e Reabiitação, Brazil",,1,,,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,,Yes,,40:39.3,40:39.3
3831,NCT03675256,,9/6/18,,,10/8/21,9/14/18,9/18/18,Actual,,,,,,,10/8/21,10/14/21,Actual,19-Dec-18,Actual,12/19/18,Oct-21,10/31/21,15-Nov-22,Anticipated,11/15/22,15-Nov-22,Anticipated,11/15/22,,Interventional,,,The KEN SHE Study on HPV-vaccine Efficacy,KENya Single-dose HPV-vaccine Efficacy - The KEN-SHE Study,"Active, not recruiting",,Phase 4,2275,Actual,University of Washington,,3,,,FALSE,,,,TRUE,FALSE,FALSE,,,FALSE,,,,,,,,06:05.3,06:05.3
3832,NCT03632850,,7/25/18,,,10/7/21,8/15/18,8/16/18,Actual,,,,,,,10/7/21,10/15/21,Actual,19-Feb-19,Actual,2/19/19,Oct-21,10/31/21,31-Jan-21,Actual,1/31/21,31-Dec-20,Actual,12/31/20,,Observational,,,Web-based Treatment Information Tool for People With Advanced Pancreatic Cancer,"Shared Decision-making: Investigating the Potential of an Interactive, Web-Based, Information Tool for People With Advanced Pancreatic Cancer",Completed,,,34,Actual,Bournemouth University,,,4,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,,06:29.9,06:29.9
3833,NCT03110133,,4/3/17,,,1/8/21,4/6/17,4/12/17,Actual,,,,,,,1/8/21,1/11/21,Actual,8-May-17,Actual,5/8/17,Jan-21,1/31/21,18-Jun-20,Actual,6/18/20,28-Feb-20,Actual,2/28/20,,Interventional,PRISM3,,"Efficacy, Safety, and Tolerability Study of Oral Full-Spectrum MicrobiotaTM (CP101) in Subjects With Recurrent C. Diff","A Multicenter, Double-Blind, Parallel-Arm, Placebo-Controlled, Phase 2 Study of the Efficacy, Safety, and Tolerability of Oral Full-Spectrum MicrobiotaTM (CP101) in Subjects With Recurrence of Clostridium Difficile Infection",Completed,,Phase 2,206,Actual,Finch Research and Development LLC.,,2,,,FALSE,,,,,TRUE,FALSE,,,,,,,,,No,,27:43.3,27:43.3
3834,NCT02957799,,10/26/16,,,10/5/21,11/3/16,11/8/16,Estimate,,,,,,,10/5/21,10/14/21,Actual,1-Jun-17,Actual,6/1/17,Oct-21,10/31/21,Oct-23,Anticipated,10/31/23,Oct-23,Anticipated,10/31/23,,Interventional,,,Improving South African Government Workers' Capacities to Deliver HIV Interventions,A Randomized Controlled Trial to Improve the South African Government's Community Health Workers' Capacities to Deliver Evidence-based Interventions for Optimizing HIV Outcomes and Reducing Its Comorbidities,"Active, not recruiting",,Phase 2/Phase 3,840,Anticipated,"University of California, Los Angeles",,2,,,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,,Yes,At the conclusion of this study we have a plan to de-identify the data and to make it available to other researchers.,18:16.0,18:16.0
3835,NCT05080920,,10/16/20,,,10/5/21,10/5/21,10/18/21,Actual,,,,,,,10/5/21,10/18/21,Actual,28-Oct-20,Actual,10/28/20,Oct-21,10/31/21,31-Dec-22,Anticipated,12/31/22,30-Sep-22,Anticipated,9/30/22,,Interventional,OnCOVInf,,Rosmalip® for Cancer Infections Prevention,"A Pilot, Randomized, Double Blind, Placebo Controlled Study to Evaluate an Immune System Modulator Nutritional Supplement for the Prevention of Infections in Cancer Patients Receiving Oncologic Treatment During the COVID-19 Pandemia.",Enrolling by invitation,,Not Applicable,200,Anticipated,Fundación Investigación E Innovación Biomédica Hospital Universitario Infanta Sofia-Henares,,2,,,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,,,,35:03.6,35:03.6
3836,NCT04926220,,6/7/21,,,10/11/21,6/7/21,6/15/21,Actual,,,,,,,10/11/21,10/18/21,Actual,15-Sep-21,Actual,9/15/21,Jun-21,6/30/21,Mar-24,Anticipated,3/31/24,Sep-23,Anticipated,9/30/23,,Observational,TRIPLEFLOW,,Dynamic Estimation of Cardiac Output in the Operating Room,Estimation of Cardiac Output in the Operating Room by Pulse Wave Analysis and Esophageal Doppler Blood Velocity: Comparison of the Two Methods,Recruiting,,,92,Anticipated,Assistance Publique - Hôpitaux de Paris,,,1,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,,42:42.3,42:42.3
3837,NCT04725721,,1/10/21,,,10/8/21,1/23/21,1/27/21,Actual,,,,,,,10/8/21,10/18/21,Actual,27-Sep-21,Actual,9/27/21,Oct-21,10/31/21,Feb-26,Anticipated,2/28/26,Feb-26,Anticipated,2/28/26,,Interventional,,,Testing FIRST in Youth Outpatient Psychotherapy,Testing FIRST in Youth Outpatient Psychotherapy,Recruiting,,Not Applicable,212,Anticipated,Harvard University,,2,,,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,,Undecided,,46:11.6,46:11.6
3838,NCT04672681,,12/3/20,,,10/8/21,12/11/20,12/17/20,Actual,,,,,,,10/8/21,10/18/21,Actual,7-Jan-21,Actual,1/7/21,Oct-21,10/31/21,30-Dec-25,Anticipated,12/30/25,30-Dec-23,Anticipated,12/30/23,,Interventional,RePlay,,Rehabilitation Including Structured Active Play for Preschoolers With Cancer.,Rehabilitation Including Structured Active Play for Preschoolers With Cancer.,Recruiting,,Not Applicable,84,Anticipated,"Rigshospitalet, Denmark",,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,,47:06.8,47:06.8
3839,NCT03847701,,1/30/19,,,10/15/21,2/18/19,2/20/19,Actual,,,,,,,10/15/21,10/18/21,Actual,25-Jun-19,Actual,6/25/19,Oct-21,10/31/21,Dec-22,Anticipated,12/31/22,Jul-22,Anticipated,7/31/22,,Interventional,,,Cardio-metabolic and Inflammatory Impact of Starch Digestibility in Type 2 Diabetic Patients,Cardio-metabolic and Inflammatory Impact of Starch Digestibility in Type 2 Diabetic Patients,Recruiting,,Not Applicable,80,Anticipated,"Mondelēz International, Inc.",,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,,09:50.8,09:50.8
3840,NCT03692715,,8/21/18,,,10/8/21,9/30/18,10/2/18,Actual,,,,,,,10/8/21,10/18/21,Actual,27-Sep-18,Actual,9/27/18,Oct-21,10/31/21,31-Dec-24,Anticipated,12/31/24,31-Dec-24,Anticipated,12/31/24,,Interventional,APPEAL,,Antibiotic Prophylaxis Before Shock Wave Lithotripsy,A Multicenter Randomized Controlled Trial Assessing the Efficacy of Antimicrobial Prophylaxis for Extracorporeal Shock Wave Lithotripsy on Reducing Urinary Tract Infection,Recruiting,,Phase 4,1500,Anticipated,Clinical Urology and Epidemiology Working Group,,2,,,FALSE,,,,,FALSE,FALSE,,,FALSE,,,,,,No,,13:36.9,13:36.9
3841,NCT05255718,,2/1/22,,,2/15/22,2/15/22,2/24/22,Actual,,,,,,,2/15/22,2/24/22,Actual,27-Apr-19,Actual,4/27/19,Feb-22,2/28/22,18-Aug-19,Actual,8/18/19,18-Aug-19,Actual,8/18/19,,Interventional,,,"Impact of Aronia Berry Consumption on Inflammation, Metabolites, and the Gut Microbiome",Antioxidant-rich Aronia Supplementation Impacts Human Metabolism and Immune Response as Well as Gut Microbiome Metabolism,Completed,,Not Applicable,13,Actual,Montana State University,,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,,42:30.9,42:30.9
3842,NCT03563066,,6/8/18,,,10/14/21,6/8/18,6/20/18,Actual,,,,,,,10/14/21,10/18/21,Actual,4-Sep-18,Actual,9/4/18,Oct-21,10/31/21,28-Sep-21,Actual,9/28/21,28-Sep-21,Actual,9/28/21,,Interventional,,,Effect of Benralizumab in Atopic Dermatitis,"Benralizumab Regulates Atopic Dermatitis Through Effects on Eosinophils, Basophils and Innate Lymphoid Type 2 Cells.",Completed,,Phase 2,20,Actual,McMaster University,,2,,,FALSE,,,,FALSE,TRUE,FALSE,,,TRUE,,,,,,No,,16:28.4,16:28.4
